날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2024-05-08(수),"우유(백색우유(200ML,연간))(02)",65kcal,"청량음료, 코카콜라음료, 스프라이트, 250mL/캔",,,,,,2892.19kcal
2024-05-09(목),밥,315kcal,찹쌀밥,346kcal,밥,315kcal,,,2555.33kcal
2024-05-09(목),쇠고기무국(05)(06)(16),53.56kcal,닭장각곰탕(02)(15)(16),246.18kcal,나가사끼짬뽕국(05)(06)(08)(09)(10)(15)(16)(17)(18),135.28kcal,,,2555.33kcal
2024-05-09(목),감자채볶음(16),82.83kcal,고구마맛탕,342.42kcal,맛김,0kcal,,,2555.33kcal
2024-05-09(목),소시지채소볶음(06)(10)(12),193.77kcal,도토리묵무침,26.77kcal,돼지간장불고기(10)(18),219.97kcal,,,2555.33kcal
2024-05-09(목),가공우유(초코맛)(02),120kcal,부추무침,15.41kcal,고추장달걀조림(01),122.14kcal,,,2555.33kcal
2024-05-09(목),배추김치,8.75kcal,겉절이김치,0kcal,총각김치,12.25kcal,,,2555.33kcal
2024-05-09(목),"생수(500ML,후식)",0kcal,,,,,,,2555.33kcal
2024-05-10(금),밥,315kcal,보리밥,342.64kcal,게살볶음밥(완)(01)(02)(05)(06)(08)(09)(10)(15)(16)(18),775kcal,,,3746.92kcal
2024-05-10(금),물만둣국(01)(02)(05)(06)(10)(16)(18),154.02kcal,돈코츠숙주국(10),152.07kcal,마라탕(05)(06)(08)(09)(10)(16),171.34kcal,,,3746.92kcal
2024-05-10(금),애호박새우볶음(09)(18),92.84kcal,모듬쌈,10.27kcal,크림새우(01)(02)(05)(06)(09),562.35kcal,,,3746.92kcal
2024-05-10(금),베이컨버섯볶음(02)(05)(10)(18),64.59kcal,오징어젓무침(17),45.22kcal,단무지,7.2kcal,,,3746.92kcal
2024-05-10(금),깍두기,11.2kcal,고기된장(05)(06)(10),397.38kcal,짜장소스(05)(06)(10),415.8kcal,,,3746.92kcal
2024-05-10(금),"우유(백색우유(200ML,연간))(02)",65kcal,겉절이김치,0kcal,,,,,3746.92kcal
2024-05-10(금),,,떠먹는 토핑형 발효유(02),165kcal,,,,,3746.92kcal
2024-05-11(토),셀프주먹밥,179.65kcal,에그마요샌드위치(01)(02)(05)(06)(10),822.5kcal,밥,315kcal,,,3090.97kcal
2024-05-11(토),햄토마토소스닭가슴살(05)(06)(10)(12)(15),405.09kcal,돈육큐브토마토소스조림(10)(12),478.5kcal,닭고기육개장(01)(05)(06)(15)(16),118.2kcal,,,3090.97kcal
2024-05-11(토),단호박샐러드(완)(01)(02)(05),53.4kcal,눈꽃치즈샐러드(02)(05)(06)(18),104.4kcal,떡갈비구이,337.5kcal,,,3090.97kcal
2024-05-11(토),시리얼(2)(05)(06),128.4kcal,모듬피클,37.1kcal,더덕무침,35.03kcal,,,3090.97kcal
2024-05-11(토),제로콜라,0kcal,,,깍두기,11.2kcal,,,3090.97kcal
2024-05-11(토),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,3090.97kcal
2024-05-12(일),밥,315kcal,흑미밥,345kcal,대패삼겹살굴소스덮밥(10)(18),715.02kcal,,,2506.72kcal
2024-05-12(일),황태채국(01)(05)(06),66.23kcal,참치김치찌개(05)(12)(16),108.5kcal,순두부찌개(01)(05)(06)(18),143.26kcal,,,2506.72kcal
2024-05-12(일),스팸두부조림(05)(06)(10),230.03kcal,맛김,0kcal,비엔나소시지야채볶음(06)(10)(12),189.1kcal,,,2506.72kcal
2024-05-12(일),깻잎장아찌(완),4.04kcal,계란찜(01),74.62kcal,시금치고추장무침(16),28.2kcal,,,2506.72kcal
2024-05-12(일),배추김치,8.75kcal,쇠고기감자조림(16),139.02kcal,깍두기,11.2kcal,,,2506.72kcal
2024-05-12(일),"우유(백색우유(200ML,연간))(02)",65kcal,배추김치,8.75kcal,,,,,2506.72kcal
2024-05-12(일),,,"상온주스, (주문자상표부착)오뚜기, 오쉐프마시는샤인머스캣, 100mL",55kcal,,,,,2506.72kcal
2024-05-13(월),밥,315kcal,찹쌀밥,346kcal,현미밥,344.52kcal,,,2342.55kcal
2024-05-13(월),오징어콩나물국(05)(06)(17),68.9kcal,닭고기미역국(05)(06)(15),65.9kcal,소고기된장찌개(05)(06)(16),71.6kcal,,,2342.55kcal
2024-05-13(월),베이컨스크램블에그(01)(05)(10),131.3kcal,돼지갈비찜(완)(05)(06)(10),317.71kcal,돼지고기김치볶음(10),146.66kcal,,,2342.55kcal
2024-05-13(월),연두부양념장(05),92.87kcal,깻잎전(완)(01)(05)(06)(10),205kcal,계란말이(01)(12),98kcal,,,2342.55kcal
2024-05-13(월),총각김치,12.25kcal,시금치무침(05)(06),23.52kcal,상추부추무침,18.37kcal,,,2342.55kcal
2024-05-13(월),"우유(백색우유(200ML,연간))(02)",65kcal,배추김치,8.75kcal,깍두기,11.2kcal,,,2342.55kcal
2024-05-13(월),,,,,"㈜케이헬스바이오, 프로루틴단백질음료 코코아, 250mL",,,,2342.55kcal
2024-05-14(화),밥,315kcal,셀프주먹밥,179.65kcal,밥,315kcal,,,4164.54kcal
2024-05-14(화),닭가슴살떡국(02)(05)(06)(16),215.56kcal,청양나폴리탄파스타(02)(06)(12)(16),914.47kcal,쇠고기버섯전골(탕)(05)(06)(16),51.24kcal,,,4164.54kcal
2024-05-14(화),쇠고기버섯볶음(16)(18),198.34kcal,치킨가스소스(01)(05)(06)(10)(12)(15)(16)(18),604.73kcal,콩나물잡채(05)(18),227.65kcal,,,4164.54kcal
2024-05-14(화),비엔나소시지구이&케첩(06)(10)(12),175kcal,모듬피클,37.1kcal,"모듬강정(김말이,닭,새우)(01)(02)(05)(06)(09)(15)",690kcal,,,4164.54kcal
2024-05-14(화),깍두기,11.2kcal,양상추샐러드(05)(06)(18),73.4kcal,깍두기,11.2kcal,,,4164.54kcal
2024-05-14(화),혼합견과류(02)(14),80kcal,,,,,,,4164.54kcal
2024-05-14(화),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,4164.54kcal
2024-05-15(수),소시지구이(12),296.5kcal,흑미밥,345kcal,밥,315kcal,,,2844.04kcal
2024-05-15(수),머쉬룸크림스프(02)(05)(06),170.65kcal,배추쇠고기국(05)(06)(16),64.86kcal,부대찌개(02)(05)(06)(10)(15)(16)(18),111.03kcal,,,2844.04kcal
2024-05-15(수),베이글크림치즈(02)(06),370.8kcal,돼지고기채소볶음(10)(18),245.6kcal,궁중소고기떡볶음(16),232.74kcal,,,2844.04kcal
2024-05-15(수),구슬치즈샐러드(05)(06)(10)(18),145.85kcal,맛김,0kcal,어묵핫바(05)(12),103kcal,,,2844.04kcal
2024-05-15(수),시리얼(1)(05)(06),68.8kcal,깻잎쌈무(13),8.46kcal,배추김치,8.75kcal,,,2844.04kcal
2024-05-15(수),"우유(백색우유(200ML,연간))(02)",65kcal,비스킷슈(01)(02)(06),232kcal,,,,,2844.04kcal
2024-05-15(수),이온음료,60kcal,겉절이김치,0kcal,,,,,2844.04kcal
2024-05-16(목),옛날도시락비빔밥(01)(06)(10),557.24kcal,밀쌀밥,330.37kcal,밥,315kcal,,,3578.95kcal
2024-05-16(목),팽이버섯장국(01)(05)(06),101.63kcal,얼큰새우탕(05)(06)(09),82.8kcal,차돌된장찌개(완)(16),426.03kcal,,,3578.95kcal
2024-05-16(목),맛김,0kcal,볼어묵볶음(05)(06)(18),171.63kcal,돼지고기김치찜(10)(16),329.17kcal,,,3578.95kcal
2024-05-16(목),쇠고기장조림(완)(05)(16),104.5kcal,깐풍육(05)(06)(10),741.2kcal,골뱅이야채무침,101.22kcal,,,3578.95kcal
2024-05-16(목),가공우유(바나나맛)(02),82.5kcal,한식잡채,215.71kcal,겉절이김치,0kcal,,,3578.95kcal
2024-05-16(목),깍두기,11.2kcal,배추김치,8.75kcal,,,,,3578.95kcal
2024-05-16(목),"생수(500ML,후식)",0kcal,,,,,,,3578.95kcal
2024-05-17(금),보리밥,342.64kcal,태국식돼지고기덮밥(02)(10)(16)(18),593.91kcal,후리카케밥(소량)(01)(05)(06),181.67kcal,,,3466.78kcal
2024-05-17(금),돼지고기애호박찌개(05)(06)(09),101.93kcal,쇠고기샤브국(16),52.94kcal,종합어묵국(05)(06),124.68kcal,,,3466.78kcal
2024-05-17(금),훈제오리야채볶음(15),335.26kcal,새우짜조롤칠리소스(05)(06)(09),308.7kcal,떡볶이,84.75kcal,,,3466.78kcal
2024-05-17(금),쌈무(13),5.25kcal,닭윙구이(05)(15),497.6kcal,순대찜(05)(10),165kcal,,,3466.78kcal
2024-05-17(금),배추김치,8.75kcal,계란후라이(완)(01),72.5kcal,단무지,7.2kcal,,,3466.78kcal
2024-05-17(금),유산균 발효 음료(02),68kcal,열대과일샐러드,29.4kcal,치즈핫도그케첩(02)(05)(06)(10)(12),410.4kcal,,,3466.78kcal
2024-05-17(금),"우유(백색우유(200ML,연간))(02)",65kcal,깍두기,11.2kcal,,,,,3466.78kcal
2024-05-17(금),,,"200오븐에구운 호두파이, 400g",,,,,,3466.78kcal
2024-05-18(토),비프찹스테이크(05)(16),622.51kcal,대패삼겹살볶음밥(완)(02)(05)(06)(09)(10)(16),925kcal,흑미밥,345kcal,,,3520.95kcal
2024-05-18(토),구운야채,12.6kcal,유부장국(01)(05)(06),68.19kcal,닭곰탕(02)(15)(16),115.01kcal,,,3520.95kcal
2024-05-18(토),캐슈넛샐러드(04)(05)(06)(10)(14)(18),84.01kcal,떡갈비고구마크림(01)(05)(06)(15)(18),391.86kcal,쇠고기야채볶음(16),153.53kcal,,,3520.95kcal
2024-05-18(토),모닝빵딸기쨈(01)(02)(05)(06),208kcal,깍두기,11.2kcal,애호박베이컨볶음(02)(05)(10)(18),75.44kcal,,,3520.95kcal
2024-05-18(토),시리얼(2)(05)(06),128.4kcal,,,깍두기,11.2kcal,,,3520.95kcal
2024-05-18(토),"우유(백색우유(200ML,연간))(02)",65kcal,,,포도봉봉 238ml,250kcal,,,3520.95kcal
2024-05-18(토),컵과일(메론),54kcal,,,,,,,3520.95kcal
2024-05-19(일),밥,315kcal,상추제육덮밥(10),567.52kcal,밥,315kcal,,,2773.49kcal
2024-05-19(일),얼큰쇠고기무국(05)(06)(16),71.23kcal,들깨두부탕(05)(06)(16),138.14kcal,참치김치찌개(05)(12)(16),108.5kcal,,,2773.49kcal
2024-05-19(일),돈육메추리알조림(01)(05)(06)(10),341.69kcal,소떡소떡(05)(06)(10),335.15kcal,매콤찜닭(15),254.2kcal,,,2773.49kcal
2024-05-19(일),어묵야채조림,133.68kcal,무생채,18.98kcal,숙주나물무침(05)(06),20.7kcal,,,2773.49kcal
2024-05-19(일),깍두기,11.2kcal,배추김치,8.75kcal,배추김치,8.75kcal,,,2773.49kcal
2024-05-19(일),"우유(백색우유(200ML,연간))(02)",65kcal,"농심,카프리썬오렌지,200ml",60kcal,,,,,2773.49kcal
2024-05-20(월),밥,315kcal,찹쌀밥,346kcal,밥,315kcal,,,2979.04kcal
2024-05-20(월),맑은콩나물국(05)(06)(16),32.16kcal,쇠고기미역국(완),0kcal,감자계란국(01)(05)(06),94.86kcal,,,2979.04kcal
2024-05-20(월),햄김치볶음(10),219.71kcal,파채소불고기(05)(06)(16),444.33kcal,감자고로케(05)(06)(12),183.12kcal,,,2979.04kcal
2024-05-20(월),진미채간장볶음(완)(17),1.79kcal,매운콩나물무침(05),32.91kcal,지파이(01)(05)(06)(15),490kcal,,,2979.04kcal
2024-04-25(목),"생수(500ML,후식)",0kcal,석박지,6.3kcal,배추김치,12kcal,,,3120.61kcal
2024-04-25(목),"우유(백색우유(200ML,연간))(02)",65kcal,,,이온음료,60kcal,,,3120.61kcal
2024-04-26(금),밥,287.5kcal,태국식돼지고기덮밥(02)(05)(06)(10)(16)(18),592.36kcal,후리카케밥(소량)(01)(05)(06),151.67kcal,,,3289.15kcal
2024-04-26(금),황태채국(01)(05)(06),68.18kcal,유부장국(01)(05)(06),68.66kcal,종합어묵국,120.78kcal,,,3289.15kcal
2024-04-26(금),팽이버섯베이컨볶음(02)(05)(06)(10)(18),56.82kcal,탄두리치킨(05),459.14kcal,떡볶이(05)(06),77.98kcal,,,3289.15kcal
2024-04-26(금),고추장달걀조림(01)(05)(06),144.31kcal,계란후라이(완)(01)(05),87.5kcal,모듬튀김(01)(05)(06),1010.65kcal,,,3289.15kcal
2024-04-26(금),배추김치,12kcal,열대과일샐러드,30.6kcal,단무지,7.2kcal,,,3289.15kcal
2024-04-26(금),"우유(백색우유(200ML,연간))(02)",65kcal,깍두기,12.8kcal,"딸기,신선형(딸기(34월))",36kcal,,,3289.15kcal
2024-04-27(토),치킨데리야끼볶음밥(완)(05)(15),895kcal,셀프날김볶주먹밥(05)(06)(18),228.69kcal,밥,287.5kcal,,,3535.08kcal
2024-04-27(토),팽이버섯장국(01)(05)(06),99.75kcal,차돌박이구이(05)(16),1322.9kcal,쇠고기무국(05)(06)(16),65.89kcal,,,3535.08kcal
2024-04-27(토),계란후라이(완)(01)(05),87.5kcal,참나물무침(05)(06),25.33kcal,애호박나물(05)(06)(18),69.28kcal,,,3535.08kcal
2024-04-27(토),깍두기,12.8kcal,,,스팸김치볶음(05)(06)(10),199.14kcal,,,3535.08kcal
2024-04-27(토),컵과일(사과),49kcal,,,김자반,2.5kcal,,,3535.08kcal
2024-04-27(토),탄산음료,112kcal,,,깍두기,12.8kcal,,,3535.08kcal
2024-04-27(토),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,3535.08kcal
2024-04-28(일),밥,287.5kcal,밀쌀밥,275.46kcal,밥,287.5kcal,,,2522.47kcal
2024-04-28(일),시금치된장국(05)(06)(09),61.29kcal,순두부해물찌개(01)(05)(06)(17)(18),177.27kcal,닭고기육개장(01)(05)(06)(15)(16),135.65kcal,,,2522.47kcal
2024-04-28(일),베이컨감자채볶음(01)(05)(10),105.15kcal,돼지간장불고기(05)(06)(10)(18),234.69kcal,떡갈비구이(01)(05),422.5kcal,,,2522.47kcal
2024-04-28(일),연두부양념장(05)(06),101.84kcal,골뱅이야채무침,140.02kcal,더덕무침,36.8kcal,,,2522.47kcal
2024-04-28(일),총각김치,14kcal,겉절이김치,0kcal,깍두기,12.8kcal,,,2522.47kcal
2024-04-28(일),"생수(500ML,후식)",0kcal,떠먹는 토핑형 발효유(02),165kcal,,,,,2522.47kcal
2024-04-28(일),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,2522.47kcal
2024-04-29(월),밥,287.5kcal,찹쌀밥,299kcal,밥,287.5kcal,,,2082.68kcal
2024-04-29(월),두부감자맑은국(05)(06),87.31kcal,쇠고기미역국(05)(06)(16),63.1kcal,돼지고기짜글이(05)(06)(10),119.63kcal,,,2082.68kcal
2024-04-29(월),모듬장조림(01)(05)(06)(10),182.8kcal,돼지고기채소볶음(05)(10)(18),281.43kcal,오징어볶음(05)(06)(17),180.66kcal,,,2082.68kcal
2024-04-29(월),양념깻잎,9kcal,오복채무침,15.99kcal,고구마샐러드(완)(01)(02)(05),63.33kcal,,,2082.68kcal
2024-04-29(월),배추김치,12kcal,상추/깻잎쌈,54.43kcal,배추김치,12kcal,,,2082.68kcal
2024-04-29(월),"우유(백색우유(200ML,연간))(02)",65kcal,배추김치,12kcal,"웅진식품,자연은워터젤로망고,100mL/개",50kcal,,,2082.68kcal
2024-04-30(화),셀프참치마요주먹밥(05),397.19kcal,보리밥,293.96kcal,밥,287.5kcal,,,3309.41kcal
2024-04-30(화),유부된장국(05)(06)(16),51.05kcal,소갈비탕(완)(05)(06)(16),48.05kcal,호박된장찌개(05)(06),88.9kcal,,,3309.41kcal
2024-04-30(화),볼어묵볶음(05)(06)(18),186.64kcal,돈가스고구마크림(01)(05)(06)(10)(12)(15)(16),732.33kcal,돼지고기사태찜(05)(06)(10)(18),662.39kcal,,,3309.41kcal
2024-04-30(화),쇠고기장조림(완)(05)(06)(16),135.13kcal,오이고추장무침,13.4kcal,계란말이(01)(12),116.3kcal,,,3309.41kcal
2024-04-30(화),연근조림(05)(06)(18),75.04kcal,살사푸실리샐러드(완)(05)(06)(12)(16),0.85kcal,상추부추무침(05)(06),16.88kcal,,,3309.41kcal
2024-04-30(화),가공우유(초코맛)(02),120kcal,총각김치,14kcal,배추김치,12kcal,,,3309.41kcal
2024-04-30(화),깍두기,12.8kcal,"상온주스,비락,스테비아토마토,110mL개",45kcal,,,,,3309.41kcal
2024-05-01(수),밥,315kcal,밥,315kcal,찹쌀밥,346kcal,,,3937.40kcal
2024-05-01(수),매운어묵탕(05)(06)(09)(16),87.49kcal,치킨너겟소스(01)(02)(05)(06)(12)(15)(16)(18),760kcal,닭가슴살떡국(02)(05)(06)(16),215.56kcal,,,3937.40kcal
2024-05-01(수),쇠고기야채볶음(16),153.53kcal,피쉬앤칩스&타르타르소스(01)(05)(06)(12),563.5kcal,돼지간장불고기(10)(18),219.97kcal,,,3937.40kcal
2024-05-01(수),비엔나소시지구이&케첩(06)(10)(12),175kcal,양배추샐러드(참깨드레싱),152.11kcal,어묵야채조림,133.68kcal,,,3937.40kcal
2024-05-01(수),깍두기,11.2kcal,집카레(02)(16),227.61kcal,겉절이김치,0kcal,,,3937.40kcal
2024-05-01(수),"우유(백색우유(200ML,연간))(02)",65kcal,배추김치,8.75kcal,,,,,3937.40kcal
2024-05-01(수),,,에너지바,188kcal,,,,,3937.40kcal
2024-05-02(목),밥,315kcal,밥,315kcal,밀쌀밥,330.37kcal,,,2818.97kcal
2024-05-02(목),감자계란국(01)(05)(06),94.86kcal,고기듬뿍순댓국(05)(06)(09)(10)(16),367.67kcal,해물짬뽕국(08)(09)(17)(18),94.33kcal,,,2818.97kcal
2024-05-02(목),모듬장조림(01)(10),181.13kcal,고등어카레구이(07),320.06kcal,닭매운찜(15)(16),224.3kcal,,,2818.97kcal
2024-05-02(목),매운콩나물무침(05),32.91kcal,부추무침,15.41kcal,타코야끼(01)(05)(06),338.16kcal,,,2818.97kcal
2024-05-02(목),가공우유(딸기맛)(02),125kcal,오징어젓무침(17),45.22kcal,석박지,5.4kcal,,,2818.97kcal
2024-05-02(목),배추김치,8.75kcal,석박지,5.4kcal,,,,,2818.97kcal
2024-05-02(목),"생수(500ML,후식)",0kcal,,,,,,,2818.97kcal
2024-05-03(금),밥,315kcal,보리밥,342.64kcal,밥,315kcal,,,3603.33kcal
2024-05-03(금),쇠고기무국(05)(06)(16),53.56kcal,광어매운탕(05)(06),119.17kcal,부대찌개(완)(02)(05)(06)(10)(15)(16)(18),606kcal,,,3603.33kcal
2024-05-03(금),베이컨감자채볶음(01)(05)(10),72.55kcal,훈제삼겹(10),817.5kcal,크림마요팝콘치킨(05)(06)(15),605.93kcal,,,3603.33kcal
2024-05-03(금),연두부양념장(05),92.87kcal,캐슈넛콩튀각조림(04)(05)(06)(14),82.26kcal,단무지,7.2kcal,,,3603.33kcal
2024-05-03(금),총각김치,12.25kcal,상추/깻잎쌈,14.25kcal,양상추샐러드(05)(06)(18),73.4kcal,,,3603.33kcal
2024-05-03(금),"우유(백색우유(200ML,연간))(02)",65kcal,배추김치,8.75kcal,,,,,3603.33kcal
2024-05-04(토),치킨데리야끼볶음밥(완)(15),865kcal,바베큐폭립,702.5kcal,현미밥,344.52kcal,,,3339.10kcal
2024-05-04(토),팽이버섯장국(01)(05)(06),101.63kcal,치커리키위샐러드(01)(05),109.73kcal,만두육개장(01)(02)(05)(06)(10)(12)(15)(16),240.78kcal,,,3339.10kcal
2024-05-04(토),치즈함박스테이크(02)(05)(06)(15)(18),278.8kcal,시리얼(1)(05)(06),68.8kcal,스팸짜글이(06)(10)(16),136.94kcal,,,3339.10kcal
2024-05-04(토),깍두기,11.2kcal,모닝빵딸기쨈(01)(02)(05)(06),208kcal,계란후라이(완)(01),72.5kcal,,,3339.10kcal
2024-05-04(토),탄산음료,112kcal,살사푸실리샐러드(완)(05)(06)(12)(16),0.85kcal,김가루,8.6kcal,,,3339.10kcal
2024-05-04(토),"우유(백색우유(200ML,연간))(02)",65kcal,,,총각김치,12.25kcal,,,3339.10kcal
2024-05-05(일),밥,315kcal,밀쌀밥,330.37kcal,참치야채비빔밥,485.85kcal,,,2512.66kcal
2024-05-05(일),버섯쇠고기찌개(05)(06)(16),60.66kcal,순두부해물찌개(01)(05)(06)(17)(18),179.86kcal,돈코츠숙주국(10),152.07kcal,,,2512.66kcal
2024-05-05(일),베이컨스크램블에그(01)(05)(10),131.3kcal,비엔나소시지야채볶음(06)(10)(12),189.1kcal,진미채간장볶음(완)(17),1.79kcal,,,2512.66kcal
2024-05-05(일),콘샐러드(완)(01)(05),45kcal,돼지고기김치볶음(10),146.66kcal,버팔로치킨윙(05)(15),395.2kcal,,,2512.66kcal
2024-05-05(일),깍두기,11.2kcal,데친두부(두부구이)(05),59kcal,겉절이김치,0kcal,,,2512.66kcal
2024-05-05(일),"생수(500ML,후식)",0kcal,갓김치,9.6kcal,,,,,2512.66kcal
2024-05-05(일),,,"스포츠음료또는에너지음료, (주문자상표부착)광동제약, 비타500치어팩, 250mL",,,,,,2512.66kcal
2024-05-06(월),밥,315kcal,찹쌀밥,346kcal,밥,315kcal,,,3104.56kcal
2024-05-06(월),돼지고기김치찌개(10)(16),86.11kcal,쇠고기미역국(05)(06)(16),48.55kcal,햄듬뿍찌개(02)(05)(06)(10)(15)(16)(18),64.62kcal,,,3104.56kcal
2024-05-06(월),콩부각멸치볶음(05)(06),116.48kcal,김자반,44.2kcal,돼지고기채소볶음(10)(18),245.6kcal,,,3104.56kcal
2024-05-06(월),오리햄구이쌈무(05)(06)(13),220.75kcal,눈꽃치즈매운등갈비찜(02)(05)(06)(10)(12)(16)(18),733.28kcal,모듬쌈쌈장,21.82kcal,,,3104.56kcal
2024-05-06(월),깍두기,11.2kcal,마카로니샐러드(완)(01)(02)(05)(06),106kcal,깍두기,11.2kcal,,,3104.56kcal
2024-05-06(월),"우유(백색우유(200ML,연간))(02)",65kcal,파인애플샐러드(01)(05),290kcal,,,,,3104.56kcal
2024-05-06(월),,,배추김치,8.75kcal,,,,,3104.56kcal
2024-05-06(월),,,"상온주스, (주문자상표부착)오뚜기, 오쉐프마시는블랙사파이어, 100mL",55kcal,,,,,3104.56kcal
2024-05-07(화),밥,315kcal,흑미밥,345kcal,밥,315kcal,,,3465.58kcal
2024-05-07(화),돼지고기애호박찌개(05)(06)(09),101.93kcal,김치어묵수제비(05)(06)(16),180.13kcal,소갈비탕(완)(05)(06)(16),621.48kcal,,,3465.58kcal
2024-05-07(화),미트볼채소볶음(01)(02)(05)(06)(10)(12)(15)(16)(18),263.74kcal,돈가스새우튀김소스(01)(05)(06)(09)(10)(12)(15)(16)(18),826.22kcal,닭고기김치찜(15)(18),192.19kcal,,,3465.58kcal
2024-05-07(화),시금치고추장무침(16),28.2kcal,팬케이크(01)(02)(06),84kcal,취나물무침,23.76kcal,,,3465.58kcal
2024-05-07(화),배추김치,8.75kcal,양상추샐러드(05)(06)(18),73.4kcal,총각김치,12.25kcal,,,3465.58kcal
2024-05-07(화),"생수(500ML,후식)",0kcal,고구마샐러드(완)(01)(02)(05),63.33kcal,,,,,3465.58kcal
2024-05-07(화),,,깍두기,11.2kcal,,,,,3465.58kcal
2024-05-08(수),쇠고기떡국(01)(05)(06)(16),181.23kcal,날치알김치덮밥(18),432.41kcal,현미밥,344.52kcal,,,2892.19kcal
2024-04-13(토),탄산음료,112kcal,닭가슴살샐러드(01)(05)(15),293.82kcal,연두부양념장(05)(06),101.84kcal,,,3382.21kcal
2024-04-13(토),"우유(백색우유(200ML,연간))(02)",65kcal,,,총각김치,14kcal,,,3382.21kcal
2024-04-14(일),밥,287.5kcal,눈꽃치즈제육덮밥(02)(05)(06)(10),596.26kcal,흑미밥,297.5kcal,,,2524.08kcal
2024-04-14(일),스팸짜글이(05)(06)(10)(16),185.69kcal,들깨두부탕(05)(06)(16),113.73kcal,참치김치찌개(05)(12)(16),121.6kcal,,,2524.08kcal
2024-04-14(일),김자반,2.5kcal,어묵핫바(01)(05)(12),114.2kcal,계란찜(01),75.42kcal,,,2524.08kcal
2024-04-14(일),미트볼토마토소스조림(02)(10)(12)(16),329.09kcal,무생채,20.77kcal,맛김,5.2kcal,,,2524.08kcal
2024-04-14(일),시금치무침(05)(06),25.95kcal,배추김치,12kcal,쇠고기감자조림(05)(06)(16),197.87kcal,,,2524.08kcal
2024-04-14(일),깍두기,12.8kcal,"웅진식품,파인애플에이드,190ml",49kcal,배추김치,12kcal,,,2524.08kcal
2024-04-14(일),"생수(500ML,후식)",0kcal,,,,,,,2524.08kcal
2024-04-14(일),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,2524.08kcal
2024-04-15(월),밥,287.5kcal,찹쌀밥,299kcal,밥,287.5kcal,,,4084.66kcal
2024-04-15(월),돼지고기애호박찌개(05)(06)(09),117.15kcal,쇠고기미역국(05)(06)(16),63.1kcal,감자계란국(01)(05)(06),108.99kcal,,,4084.66kcal
2024-04-15(월),훈제오리야채볶음(01)(05)(15),360.91kcal,볼어묵볶음(05)(06)(18),186.64kcal,탕수육(05)(06),770.95kcal,,,4084.66kcal
2024-04-15(월),쌈무(13),5.25kcal,매운돼지갈비찜(02)(05)(06)(10),472.71kcal,비빔만두(02)(05)(06)(10)(12)(15)(16),628.6kcal,,,4084.66kcal
2024-04-15(월),배추김치,12kcal,오이풋고추무침,42.16kcal,단무지,7.2kcal,,,4084.66kcal
2024-04-15(월),"우유(백색우유(200ML,연간))(02)",65kcal,겉절이김치,0kcal,짜장소스(05)(06)(10)(16),275kcal,,,4084.66kcal
2024-04-15(월),,,,,"상온주스, (주문자상표부착)씨제이제일제당, 쁘띠첼 워터젤리 오렌지, 130ml",95kcal,,,4084.66kcal
2024-04-16(화),옛날도시락비빔밥(01)(05)(06)(10),586.05kcal,검은콩밥,295.65kcal,밥,287.5kcal,,,2672.96kcal
2024-04-16(화),팽이버섯장국(01)(05)(06),99.75kcal,부대찌개(05)(10)(16),233.57kcal,얼큰쇠고기무국(05)(06)(16),116.18kcal,,,2672.96kcal
2024-04-16(화),맛김,5.2kcal,소불고기당면볶음(05)(06)(16),300.44kcal,로제닭갈비(02)(06)(15),385.96kcal,,,2672.96kcal
2024-04-16(화),쇠고기장조림(완)(05)(06)(16),135.13kcal,오이고추장무침,13.4kcal,치커리키위샐러드(01)(05),58.83kcal,,,2672.96kcal
2024-04-16(화),무말랭이무침(완),36kcal,배추김치,12kcal,배추김치,12kcal,,,2672.96kcal
2024-04-16(화),가공우유(바나나맛)(02),82.5kcal,,,,,,,2672.96kcal
2024-04-16(화),깍두기,12.8kcal,,,,,,,2672.96kcal
2024-04-17(수),밥,287.5kcal,삼색나물비빔밥(05)(06),454.05kcal,밀쌀밥,275.46kcal,,,3002.41kcal
2024-04-17(수),버섯쇠고기찌개(05)(06)(16),77.65kcal,새우아욱된장국(05)(06)(09)(16),45.35kcal,명태매운탕(05)(06),117.26kcal,,,3002.41kcal
2024-04-17(수),진미채간장볶음(완)(17),1.79kcal,갈치구이(05)(06),591.55kcal,콩부각멸치볶음(05)(06),138.12kcal,,,3002.41kcal
2024-04-17(수),컬리플라워굴소스볶음(05)(06)(09)(18),28.6kcal,계란후라이(완)(01)(05),87.5kcal,순살족발새우젓(09)(10),629.25kcal,,,3002.41kcal
2024-04-17(수),콘샐러드(완)(01)(05),60kcal,소고기고추장(05),52.1kcal,상추/깻잎쌈,54.43kcal,,,3002.41kcal
2024-04-17(수),깍두기,12.8kcal,배추김치,12kcal,배추김치,12kcal,,,3002.41kcal
2024-04-17(수),"우유(백색우유(200ML,연간))(02)",65kcal,"씨제이제일제당, 얼티브비건프로틴초코, 250mL",,,,,,3002.41kcal
2024-04-18(목),밥,287.5kcal,흑미밥,297.5kcal,밥,287.5kcal,,,3744.56kcal
